Category:,Brief Description:,Extended Description:,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,In Reference Data Location:,Reference Name:,Reference URL:
High Temperature Polymers,PBI-BuI polybenzimidazole,,,10.66,0.42,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0032386109000846
High Temperature Polymers,PBI-BrT polybenzimidazole,,,0.38,0.006,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0032386109000846
High Temperature Polymers,PBI-IDBrT polybenzimidazole,,,1.89,0.07,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0032386109000846
High Temperature Polymers,"PBI-2,6Py polybenzimidazole",,,1.38,0.045,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0032386109000846
High Temperature Polymers,DMPBI-I polybenzimidazole,,3.11,,,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327
High Temperature Polymers,DBPBI-I polybenzimidazole,,6.63,,,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327
High Temperature Polymers,DSPBI-I polybenzimidazole,,6.43,,,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327
High Temperature Polymers,DBzPBI-I polybenzimidazole,,17.96,,,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327
High Temperature Polymers,DMPBI-BuI polybenzimidazole,,11.76,,,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327
High Temperature Polymers,DBPBI-BuI polybenzimidazole,,21.26,,,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327
High Temperature Polymers,DSPBI-BuI polybenzimidazole,,26.64,,,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327
High Temperature Polymers,DBzPBI-BuI polybenzimidazole,,38.28,,,,,,,,,,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327
High Temperature Polymers,,"Poly(1,2,4-triazole) 1",,,0.52,0.09,2.7,0.0491,,,,,,,,,,,Hensema Gas Sep & Purif 1994,
High Temperature Polymers,,"Poly(1,2,4-triazole) 2",,,0.59,0.1,3.3,0.0673,,,,,,,,,,,Hensema Gas Sep & Purif 1994,
High Temperature Polymers,,"Poly(1,2,4-triazole) 3",,,1.17,0.18,6.7,0.134,,,,,,,,,,,Hensema Gas Sep & Purif 1994,
High Temperature Polymers,,"Poly(1,2,4-triazole) 4",,,1.46,0.23,10.1,0.202,,,,,,,,,,,Hensema Gas Sep & Purif 1994,
High Temperature Polymers,,"Poly(1,3,4-oxadiazole) 1",,,17.1,3.3,93,3.58,,,,,,,,,,,Hensema Gas Sep & Purif 1994,
High Temperature Polymers,,"Poly(1,3,4-oxadiazole) 2",,,20,4,78,2.79,,,,,,,,,,,Hensema Gas Sep & Purif 1994,
High Temperature Polymers,CP-1 Cardo Polymer,,,74,11,2.391,72,2.88,,,,,,,,,,,Camacho-Zuniga 2006,http://www.sciencedirect.com/science/article/pii/S0376738806004625
High Temperature Polymers,BBL ladder polymer,,0.54,,0.021,0.00259,0.12,0.0017,,,,,,,,,,,Zimmerman 1999,http://www.sciencedirect.com/science/article/pii/S0032386198007770
High Temperature Polymers,CFA-BP polymer,,84,114,25,6.6,166,10,,,,,,,,,,,Guzman-Gutierrez 2008,http://www.sciencedirect.com/science/article/pii/S0376738808005851
High Temperature Polymers,CFA-TP polymer,,82,126,32,9,220,13,,,,,,,,,,,Guzman-Gutierrez 2008,http://www.sciencedirect.com/science/article/pii/S0376738808005851
High Temperature Polymers,CFA-DPE polymer,,29,28,3.5,0.69,17,0.65,,,,,,,,,,,Guzman-Gutierrez 2008,http://www.sciencedirect.com/science/article/pii/S0376738808005851
High Temperature Polymers,CFA-DPEK polymer,,12,11,0.91,0.15,4.2,,,,,,,,,,,,Guzman-Gutierrez 2008,http://www.sciencedirect.com/science/article/pii/S0376738808005851
High Temperature Polymers,,"Poly(1.1-biphenyl)-4,4-diyl[2,2,2-trifluoro-1-(trifluoromethyl)ethylidene]",390,470,120,41,470,34,,,,,,,,,,,Havelka-Rivard 1999,http://dx.doi.org/10.1021/ma990301x
High Temperature Polymers,PIM-1,,1500,3600,1300,340,6500,430,,1500,,5500,,25100,,,,,Thomas 2009,http://www.sciencedirect.com/science/article/B6TGK-4VKXC29-7/2/deae1d7301c3baf01486835549c6d224
Hydrocarbon Elastomers,,Natural rubber,31,49,23.2,8.02,130,28.8,,,,,,,,,,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1
Hydrocarbon Elastomers,,Methyl rubber,14.4,17,2.1,0.472,7.47,0.786,,,,,,,,,,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1
Hydrocarbon Elastomers,,Butyl rubber,8.38,7.21,1.3,0.322,5.16,0.786,,,,,,,,,,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1
Hydrocarbon Elastomers,,Polybutadiene (emulsion),,41.9,19,6.42,138,,,,,,,,,,,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1
Hydrocarbon Elastomers,,Neoprene G,,13.5,3.93,1.17,25.5,3.28,,,,,,,,,,,van Amerongen 1964,http://dx.doi.org/10.5254/1.3540396
Hydrocarbon Elastomers,,Nitrile rubber (27% An),12.2,15.9,3.85,1.06,30.8,,,,,,,,,,,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1
Hydrocarbon Elastomers,,Nitrile rubber (39% An),6.81,7.1,0.956,0.234,7.43,,,,,,,,,,,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1
Hydrocarbon Elastomers,,Thiokol B polysulfide rubber,,1.57,0.288,,3.14,,,,,,,,,,,,van Amerongen 1964,http://dx.doi.org/10.5254/1.3540396
Hydrocarbon Elastomers,,Isoprene/acrylonitrile rubber (26% An),7.73,7.41,0.852,0.181,4.32,,,,,,,,,,,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1
Hydrocarbon Elastomers,,Poly(cis-4-butadiene),42.9,,,25.1,,,,,,,,,,,,,Paul 1965,http://dx.doi.org/10.1002/polc.5070100105
Hydrocarbon Elastomers,,Ethylene/propylene (47/53) rubber,28.6,,,7.5,,,,,,,,,,,,,Paul 1965,http://dx.doi.org/10.1002/polc.5070100105
Hydrocarbon Elastomers,,Ethylene/propylene (37/63) rubber,43.5,,,10.3,,,,,,,,,,,,,Paul 1965,http://dx.doi.org/10.1002/polc.5070100105
Hydrocarbon Elastomers,,Ethylene/propylene (29/71) rubber,46,,,8.7,,,,,,,,,,,,,Paul 1965,http://dx.doi.org/10.1002/polc.5070100105
Hydrocarbon Elastomers,,Butadiene-acrylonitrile (35% An) rubber,8.4,9.5,1.6,0.42,13,0.32,,,,,,,,,,,Rogers p62 1985,
Hydrocarbon Elastomers,,Butyl rubber,,,1.3,,5.18,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Hydrocarbon Elastomers,,Neoprene,,,4,,25.8,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Hydrocarbon Elastomers,,Natural rubber,,,23.3,,153,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Hydrocarbon Elastomers,,Natural rubber,,,23.4,9.48,154,30.3,,,,,,,,,,,Michaels 1961,http://dx.doi.org/10.1002/pol.1961.1205015412
Hydrocarbon Elastomers,,Poly(dimethyl isopropoxysilylbutadiene),,,6,1.5,23.2,3.1,,,,,,,,,,,Hachisuka 1990,http://www.sciencedirect.com/science/article/pii/003238619090119J
Hydrocarbon Elastomers,,Poly(methyl diisopropoxysilylbutadiene),,,69.2,25.4,345,63.2,,,,,,,,,,,Hachisuka 1990,http://www.sciencedirect.com/science/article/pii/003238619090119J
Hydrocarbon Elastomers,,Poly(tri isopropoxysilylbutadiene),,,247,109,1230,263,,,,,,,,,,,Hachisuka 1990,http://www.sciencedirect.com/science/article/pii/003238619090119J
Hydrocarbon Elastomers,,Polyisobutylene (Butyl rubber),15.8,13.3,2.89,0.76,,,,,,,,,,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610
Hydrocarbon Elastomers,,Hypalon®40,8.8,11,2.37,0.63,,,,,,,,,,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610
Hydrocarbon Elastomers,,Hypalon®45,11.5,15.6,4.2,1.28,,,,,,,,,,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610
Hydrocarbon Elastomers,,Viton®E60,30.5,10.6,2.28,0.85,,,,,,,,,,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610
Hydrocarbon Elastomers,,Viton®GF,43.9,21.8,4.2,2.13,,,,,,,,,,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610
Hydrocarbon Elastomers,,Hydrin®100,5.5,8.9,1.05,0.44,,,,,,,,,,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610
Hydrocarbon Elastomers,,Kraton®G1652,45.3,68.6,26.6,9.8,,,,,,,,,,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610
Hydrocarbon Elastomers,EPDM,,33.6,49.4,21.1,8.33,,,,,,,,,,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610
Hydrocarbon Elastomers,ENR 76,,23.6,33.9,10.9,4.9,,,,,,,,,,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610
Hydrocarbon Elastomers,,Neoprene,20,27.6,8.83,2.97,,,,,,,,,,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610
Hydrocarbon Elastomers,,Polyepichlorohydrin,4.83,,,0.24,8,0.657,,,,,,,,,,,Chiou 1985,http://dx.doi.org/10.1002/app.1985.070300322
Hydrocarbon Elastomers,,Cis-polypentenamer,240,415,310,100,2000,430,,,,,,,,,,,Starannikova 2006,http://www.sciencedirect.com/science/article/pii/S0011916406005340
Liquid Crystalline Polymers,HBA/HNA 30/70 LCP,,0.204,0.0545,0.000419,0.000025,0.00054,,,,,,,,,,,,Weinkauf 1992,http://dx.doi.org/10.1002/polb.1992.090300805
Liquid Crystalline Polymers,HBA/HNA 58/42 LCP,,0.219,0.0627,0.00067,0.000058,0.00103,,,,,,,,,,,,Weinkauf 1992,http://dx.doi.org/10.1002/polb.1992.090300805
Liquid Crystalline Polymers,HBA/HNA 75/25 LCP,,0.218,0.0658,0.000805,0.000076,0.0013,,,,,,,,,,,,Weinkauf 1992,http://dx.doi.org/10.1002/polb.1992.090300805
Liquid Crystalline Polymers,HBA/HNA 80/20 LCP,,0.209,0.0587,0.000924,0.000111,0.00218,,,,,,,,,,,,Weinkauf 1992,http://dx.doi.org/10.1002/polb.1992.090300805
Liquid Crystalline Polymers,HBA/ET (60/40) (cast/annealed),,0.63,0.28,0.009,0.0009,0.021,,,,,,,,,,,,Weinkauf 1991,http://dx.doi.org/10.1002/polb.1991.090290307
Liquid Crystalline Polymers,HBA/ET (60/40) (extruded),,0.62,0.25,0.011,0.0012,0.033,,,,,,,,,,,,Weinkauf 1991,http://dx.doi.org/10.1002/polb.1991.090290307
Liquid Crystalline Polymers,HBA/ET (80/20) (extruded),,0.41,0.17,0.005,0.0005,0.012,,,,,,,,,,,,Weinkauf 1991,http://dx.doi.org/10.1002/polb.1991.090290307
Liquid Crystalline Polymers,,Vectra® LCP,0.177,0.048,0.00047,0.00003,0.0007,,,,,,,,,,,,Chiou 1987,http://dx.doi.org/10.1002/polb.1987.090250811
Liquid Crystalline Polymers,,Poly(p-phenylene terephthalamide) (Kevlar® 49),0.205,0.105,0.0022,0.00034,0.011,,,,,,,,,,,,Weinkauf 1991,http://dx.doi.org/10.1002/polb.1991.090290307
Mixed Matrix Membranes,ZIF-8 with 6FDA-DAM,ZIF-8 mixed with 6FDA-DAM,,,,,,,,,27.322,1.454,,,,,,,Zhang 2012,http://dx.doi.org/10.1016/j.memsci.2011.10.003
Mixed Matrix Membranes,ZIF-8 with 6FDA-DAM,ZIF-8 mixed with 6FDA-DAM,,,,,,,,,40.188,1.661,,,,,,,Zhang 2012,http://dx.doi.org/10.1016/j.memsci.2011.10.003
Mixed Matrix Membranes,ZIF-8 with 6FDA-DAM,ZIF-8 mixed with 6FDA-DAM,,,,,,,,,56.634,1.835,,,,,,,Zhang 2012,http://dx.doi.org/10.1016/j.memsci.2011.10.003
Mixed Matrix Membranes,UiO-66-NH2/CNF-COOH,cellulose nanofibrils ,,,,1.2,7,,,,,,,,,,,,Zhang 2018,https://doi.org/10.1016/j.memsci.2018.09.055
Mixed Matrix Membranes,CNF-COOH/UiO-66-NH2,cellulose nanofibrils ,,,,3.1,139,,,,,,,,,,,,Zhang 2018,https://doi.org/10.1016/j.memsci.2018.09.055
Mixed Matrix Membranes,UiO-66/CNF-COOH,cellulose nanofibrils ,,,,1.8,50,,,,,,,,,,,,Zhang 2018,https://doi.org/10.1016/j.memsci.2018.09.055
Mixed Matrix Membranes,UiO-66-NH2/CNF-COONa,cellulose nanofibrils ,,,,2.6,29,,,,,,,,,,,,Zhang 2018,https://doi.org/10.1016/j.memsci.2018.09.055
Mixed Matrix Membranes,ZIF-8/P83,ZIF-8 0wt%,,,,,2.66,0.049,,,,,,,,,,,Guo 2018,https://doi.org/10.1016/j.memsci.2018.05.032
Mixed Matrix Membranes,ZIF-8/P84,ZIF-8 8wt%,,,,,3.15,0.05,,,,,,,,,,,Guo 2018,https://doi.org/10.1016/j.memsci.2018.05.032
Mixed Matrix Membranes,ZIF-8/P85,ZIF-8 17wt%,,,,,6.33,0.068,,,,,,,,,,,Guo 2018,https://doi.org/10.1016/j.memsci.2018.05.032
Mixed Matrix Membranes,ZIF-8/P86,ZIF-8 27wt%,,,,,11.02,0.12,,,,,,,,,,,Guo 2018,https://doi.org/10.1016/j.memsci.2018.05.032
Mixed Matrix Membranes,ZIF-8/P87,ZIF-8 31wt%,,,,,12.05,0.442,,,,,,,,,,,Guo 2018,https://doi.org/10.1016/j.memsci.2018.05.032
Parylenes,,Poly-p-xylylene,,1.51,0.181,0.0542,1.36,,,,,,,,,,,,Gorham PolymPrep 1965,
Parylenes,,Poly(chloro-p-xylylene),,1.2,0.0482,0.006,0.127,,,,,,,,,,,,Gorham PolymPrep 1965,
Parylenes,,Poly(bromo-p-xylylene),,0.452,0.0241,0.00061,0.036,,,,,,,,,,,,Gorham PolymPrep 1965,
Parylenes,,Poly(dichloro-p-xylylene),,,0.181,0.0271,0.783,,,,,,,,,,,,Gorham PolymPrep 1965,
Parylenes,,Poly(cyano-p-xylylene),,1.78,0.0904,,0.301,,,,,,,,,,,,Gorham PolymPrep 1965,
Parylenes,,Poly(methyl-p-xylylene),,0.994,0.0572,0.0157,0.265,,,,,,,,,,,,Gorham PolymPrep 1965,
Parylenes,,Poly(ethyl-p-xylylene),,4.31,0.5,0.0904,1.89,,,,,,,,,,,,Gorham PolymPrep 1965,
Parylenes,,Poly-p-xylylene,2.5,3.2,0.24,0.047,1.3,,,,,,,,,,,,Robeson 2009,http://hiscale.ftecs.com/chapter 4/absorberfoil-data.html
Parylenes,,Poly(chloro-p-xylylene),0.99,0.66,0.03,0.0056,0.046,,,,,,,,,,,,Robeson 2009,http://hiscale.ftecs.com/chapter 4/absorberfoil-data.html
Parylenes,,Poly-p-xylylene,,3.25,0.235,0.0464,1.29,,,,,,,,,,,,Manufacturer Data,
Parylenes,,Poly(chloro-p-xylylene),,0.663,0.043,0.006,0.0464,,,,,,,,,,,,Manufacturer Data,
Parylenes,,Poly(chloro-p-xylylene),1.52,1.33,0.0622,0.0109,0.159,,,,,,,,,,,,Tanioka 1994,http://dx.doi.org/10.1002/app.1994.070540208
Perfluorinated Polymers,,Nafion® 125 H+,,14,1.43,0.65,,,,,,,,,,,,,Sakai 1986,http://jes.ecsdl.org/gca?submit=Get+All+Checked+Abstracts&gca=jes%3B133%2F1%2F88
Perfluorinated Polymers,,Nafion® 125 K+,,13.4,2.15,0.29,,,,,,,,,,,,,Sakai 1986,http://jes.ecsdl.org/gca?submit=Get+All+Checked+Abstracts&gca=jes%3B133%2F1%2F88
Perfluorinated Polymers,,Nafion 117,40.9,9.3,1.08,0.26,2.43,0.102,,,,,,,,,,,Chiou 1988,http://dx.doi.org/10.1021/ie00083a034
Perfluorinated Polymers,,Teflon®,,,4.9,,12.7,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Perfluorinated Polymers,,Poly(trifluorochloroethylene-co-ethylene) (Halar),5.32,,0.152,0.061,0.607,,,,,,,,,,,,Fitz 1980,
Perfluorinated Polymers,,Poly(tetrafluoroethylene-co-ethylene) (Hostaflon ET),5.63,,0.532,0.182,1.98,,,,,,,,,,,,,
Perfluorinated Polymers,,PFA Teflon® LP,,12.2,4.5,1.5,,,,,,,,,,,,,Extrand 2006,http://dx.doi.org/10.1002/app.23592
Perfluorinated Polymers,,Teflon® AF-2400,,2100,960,480,2200,390,,,,,,,,,,,Merkel 2003,http://dx.doi.org/10.1021/ma990685r
Perfluorinated Polymers,,Teflon® AF-2400,3600,3300,1600,790,3900,600,,,,,,,,,,,Pinnau 1996,http://www.sciencedirect.com/science/article/pii/037673889500193X
Perfluorinated Polymers,,Hyflon®AD 60X (solution cast),369,158,58.3,20.5,145,11.2,,,,,,,,,,,Jansen 2007,http://www.sciencedirect.com/science/article/pii/S0376738806007010
Perfluorinated Polymers,,Hyflon®AD 60X (melt pressed),405,140,29,8.3,63,2.4,,,,,,,,,,,Jansen 2007,http://www.sciencedirect.com/science/article/pii/S0376738806007010
Perfluorinated Polymers,,Teflon AF 2400,,2090,960,480,2200,390,,,,,,,,,,,Merkel p251 2006,http://books.google.com.au/books?id=Hc6ioeRc7p8C&pg=PA305&lpg=PA305&dq=Bixler+Sweeting+polymer+films&source=bl&ots=p1TsIRrlt7&sig=feyn4pcvQjgbMmuE9yiNeef6WO0&hl=en&sa=X&ei=-0QPUO-BL9HHmQWb8IDoCA&ved=0CEcQ6AEwAA
Perfluorinated Polymers,,Teflon AF 1600,,550,270,110,520,80,,,,,,,,,,,Merkel p251 2006,http://books.google.com.au/books?id=Hc6ioeRc7p8C&pg=PA305&lpg=PA305&dq=Bixler+Sweeting+polymer+films&source=bl&ots=p1TsIRrlt7&sig=feyn4pcvQjgbMmuE9yiNeef6WO0&hl=en&sa=X&ei=-0QPUO-BL9HHmQWb8IDoCA&ved=0CEcQ6AEwAA
Perfluorinated Polymers,,Hyflon AD80,430,210,67,24,150,12,,,,,,,,,,,Merkel p251 2006,http://books.google.com.au/books?id=Hc6ioeRc7p8C&pg=PA305&lpg=PA305&dq=Bixler+Sweeting+polymer+films&source=bl&ots=p1TsIRrlt7&sig=feyn4pcvQjgbMmuE9yiNeef6WO0&hl=en&sa=X&ei=-0QPUO-BL9HHmQWb8IDoCA&ved=0CEcQ6AEwAA
Perfluorinated Polymers,,Hyflon AD60,390,180,57,20,130,10,,,,,,,,,,,Merkel p251 2006,http://books.google.com.au/books?id=Hc6ioeRc7p8C&pg=PA305&lpg=PA305&dq=Bixler+Sweeting+polymer+films&source=bl&ots=p1TsIRrlt7&sig=feyn4pcvQjgbMmuE9yiNeef6WO0&hl=en&sa=X&ei=-0QPUO-BL9HHmQWb8IDoCA&ved=0CEcQ6AEwAA
Perfluorinated Polymers,,Cytop,170,59,16,5,35,2,,,,,,,,,,,Merkel p251 2006,http://books.google.com.au/books?id=Hc6ioeRc7p8C&pg=PA305&lpg=PA305&dq=Bixler+Sweeting+polymer+films&source=bl&ots=p1TsIRrlt7&sig=feyn4pcvQjgbMmuE9yiNeef6WO0&hl=en&sa=X&ei=-0QPUO-BL9HHmQWb8IDoCA&ved=0CEcQ6AEwAA
Perfluorinated Polymers,PTFE,Poly(tetra fluoro ethylene),,,,,,10,2.6,1.8,,,,,,,,,Ilinitsch 1992,http://dx.doi.org/10.1016/0376-7388(92)80085-X
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,110,,,4.35,90.1,5.45,,,,,,,,,,,Toi 1982,http://dx.doi.org/10.1002/app.1982.070270823
Poly(aryl ethers) and Poly(aryl ether ketones),PPO (slow cool),,,,10.1,2.02,,,,,,,,,,,,,Tsujita 1991,http://www.sciencedirect.com/science/article/pii/S0376738800803270
Poly(aryl ethers) and Poly(aryl ether ketones),PPO (quenched),,,,13.5,2.97,,,,,,,,,,,,,Tsujita 1991,http://www.sciencedirect.com/science/article/pii/S0376738800803270
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,,,15.1,3.3,82,6.4,,,,,,,,,,,Perego 1991,http://www.sciencedirect.com/science/article/pii/S0376738800805864
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,90,,17,3.62,70,3.91,,,,,,,,,,,Wright 1998,http://dx.doi.org/10.1002/(SICI)1097-4628(19980131)67:5%3C875::AID-APP13%3E3.0.CO;2-N
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,,,16,3.6,52.3,3.8,,,,,,,,,,,Ghosal 1992,http://www.sciencedirect.com/science/article/pii/037673889280058R
Poly(aryl ethers) and Poly(aryl ether ketones),PPO-NO2 (15% nitration),,,,11.5,2.4,40.4,2.4,,,,,,,,,,,Ghosal 1992,http://www.sciencedirect.com/science/article/pii/037673889280058R
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,,,16.7,3.7,90,5.4,,,,,,,,,,,Hamad 2005,http://www.sciencedirect.com/science/article/pii/S0376738805000384
Poly(aryl ethers) and Poly(aryl ether ketones),PPO(20% DBr/26.7% DSul),,,,7.5,1.2,40,0.96,,,,,,,,,,,Hamad 2005,http://www.sciencedirect.com/science/article/pii/S0376738805000384
Poly(aryl ethers) and Poly(aryl ether ketones),PPO(60% DBr/20.2% DSul),,,,14,2,84.8,2.3,,,,,,,,,,,Hamad 2005,http://www.sciencedirect.com/science/article/pii/S0376738805000384
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,152,,20.6,6.06,91,,,,,,,,,,,,Polotskaya 1997,http://dx.doi.org/10.1002/(SICI)1097-4628(19971121)66:8%3C1439::AID-APP3%3E3.0.CO;2-F
Poly(aryl ethers) and Poly(aryl ether ketones),Sulfonated PPO (65% sulfonation),,15,,0.98,0.16,13.8,,,,,,,,,,,,Polotskaya 1997,http://dx.doi.org/10.1002/(SICI)1097-4628(19971121)66:8%3C1439::AID-APP3%3E3.0.CO;2-F
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,,80,12,2.6,27,2.7,,,,,,,,,,,Alentiev 1998,http://www.sciencedirect.com/science/article/pii/S0376738897002196
Poly(aryl ethers) and Poly(aryl ether ketones),DPPO,,,28,4.3,0.88,32,0.96,,,,,,,,,,,Alentiev 1998,http://www.sciencedirect.com/science/article/pii/S0376738897002196
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,82.3,,14.6,3.5,65.5,4.1,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114
Poly(aryl ethers) and Poly(aryl ether ketones),DPPO,,32.7,,7.7,1.5,39.9,2.7,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,,57.3,10.6,2.61,49.2,2.68,,,,,,,,,,,Zhang 1994,http://www.sciencedirect.com/science/article/pii/037673889400169Y
Poly(aryl ethers) and Poly(aryl ether ketones),TMS-PPO (44.1% substitution),,,76.1,14.4,2.98,65.7,3.98,,,,,,,,,,,Zhang 1994,http://www.sciencedirect.com/science/article/pii/037673889400169Y
Poly(aryl ethers) and Poly(aryl ether ketones),TPS-PPO (48.3% substitution),,,51.7,9.73,2.46,44,2.47,,,,,,,,,,,Zhang 1994,http://www.sciencedirect.com/science/article/pii/037673889400169Y
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,92,,13.7,4.6,51,2.3,,,,,,,,,,,Bhole 2005,http://www.sciencedirect.com/science/article/pii/S0014305705001941
Poly(aryl ethers) and Poly(aryl ether ketones),PPO-BzH,,47.7,,6,1.59,14.3,0.95,,,,,,,,,,,Bhole 2005,http://www.sciencedirect.com/science/article/pii/S0014305705001941
Poly(aryl ethers) and Poly(aryl ether ketones),PPO-BzCH3,,50.6,,7.36,2.42,21.4,1.49,,,,,,,,,,,Bhole 2005,http://www.sciencedirect.com/science/article/pii/S0014305705001941
Poly(aryl ethers) and Poly(aryl ether ketones),PPO-BzBr,,51.4,,8.45,2.13,18,1.13,,,,,,,,,,,Bhole 2005,http://www.sciencedirect.com/science/article/pii/S0014305705001941
Poly(aryl ethers) and Poly(aryl ether ketones),PPO-BzCl,,52.7,,8.6,1.8,16.8,0.98,,,,,,,,,,,Bhole 2005,http://www.sciencedirect.com/science/article/pii/S0014305705001941
Poly(aryl ethers) and Poly(aryl ether ketones),PPO-BzNO2,,41,,5.04,1.27,11.4,0.76,,,,,,,,,,,Bhole 2005,http://www.sciencedirect.com/science/article/pii/S0014305705001941
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,82,,14.6,3.5,66,,,,,,,,,,,,Dai 2005,http://dx.doi.org/10.1021/ma051662h
Poly(aryl ethers) and Poly(aryl ether ketones),PPO-HFP,,108,,23,2,89,,,,,,,,,,,,Dai 2005,http://dx.doi.org/10.1021/ma051662h
Poly(aryl ethers) and Poly(aryl ether ketones),PPO,,,,,,96.3,4.12,,,,,,,,,,,Chern 1987,http://www.sciencedirect.com/science/article/pii/S0376738800809254
Poly(aryl ethers) and Poly(aryl ether ketones),BrPPO (36% Br),,,,,,68.7,3.71,,,,,,,,,,,Chern 1987,http://www.sciencedirect.com/science/article/pii/S0376738800809254
Poly(aryl ethers) and Poly(aryl ether ketones),BrPPO (91% Br),,,,,,64.8,3.65,,,,,,,,,,,Chern 1987,http://www.sciencedirect.com/science/article/pii/S0376738800809254
Poly(aryl ethers) and Poly(aryl ether ketones),Polyaryl ether 12F-BI,,34,20,2.5,0.61,8.2,0.34,,,,,,,,,,,Lara-Estevez 2010,http://dx.doi.org/10.1021/ie100249j
Poly(aryl ethers) and Poly(aryl ether ketones),Polyaryl ether 12F-BisF,,33,18,2.3,0.55,7.6,0.33,,,,,,,,,,,Lara-Estevez 2010,http://dx.doi.org/10.1021/ie100249j
Poly(aryl ethers) and Poly(aryl ether ketones),Polyaryl ether 12F-BisA,,30,17,2.1,0.48,6.4,0.32,,,,,,,,,,,Lara-Estevez 2010,http://dx.doi.org/10.1021/ie100249j
Poly(aryl ethers) and Poly(aryl ether ketones),Polyaryl ether 12F-BisAF,,51,28,3.8,0.9,12,0.55,,,,,,,,,,,Lara-Estevez 2010,http://dx.doi.org/10.1021/ie100249j
Poly(aryl ethers) and Poly(aryl ether ketones),Polyaryl ether 12F-SDL,,35,21,2.2,0.46,7.1,0.25,,,,,,,,,,,Lara-Estevez 2010,http://dx.doi.org/10.1021/ie100249j
Poly(aryl ethers) and Poly(aryl ether ketones),PEEK,,,,0.259,0.0398,0.963,0.0311,,,,,,,,,,,Handa 1997,http://dx.doi.org/10.1002/(SICI)1099-0488(199710)35:14%3C2355::AID-POLB13%3E3.0.CO;2-B
